,id,host_response_time,host_response_rate,host_is_superhost,host_identity_verified,host_listings_count,neighbourhood_group_cleansed,property_type,room_type,latitude,longitude,guests_included,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,cleaning_fee,minimum_nights,maximum_nights,instant_bookable,cancellation_policy,review_scores_rating
6252,24088017,within an hour,100%,t,f,10,Capitol Hill,Apartment,Entire home/apt,47.61725251786054,-122.31825006270503,1,2,1.0,0,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Cooking basics""}",$90.00,$50.00,1,1125,t,moderate,1
5074,21206836,within an hour,100%,f,t,4,Downtown,Apartment,Entire home/apt,47.60981976289822,-122.339962632918,1,2,1.0,1,1.0,Real Bed,"{TV,Wifi,Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",$199.00,$60.00,1,29,f,strict_14_with_grace_period,1
3452,16057038,within an hour,100%,t,t,1,Other neighborhoods,Guest suite,Entire home/apt,47.654030181770345,-122.32904986754309,1,2,1.0,1,1.0,Real Bed,"{Wifi,""Air conditioning"",""Free parking on premises"",Dog(s),""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Single level home"",""Patio or balcony"",""Luggage dropoff allowed""}",$60.00,$25.00,1,7,t,moderate,1
2268,11603110,within an hour,100%,t,t,9,Downtown,Apartment,Entire home/apt,47.61272381210136,-122.3301746465388,1,6,1.0,2,4.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}",$185.00,$135.00,3,1125,t,moderate,1
7513,28443715,within a day,100%,f,t,1,Capitol Hill,Apartment,Entire home/apt,47.61508537568192,-122.3286236150957,1,3,1.0,1,1.0,Real Bed,"{""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",Bathtub,""Hot water"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",Other}",$180.00,$50.00,3,28,t,flexible,0
7144,27233427,within an hour,100%,t,f,1,Central Area,Townhouse,Private room,47.60279696870478,-122.30515899412615,1,2,1.0,1,1.0,Real Bed,"{TV,Wifi,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",$65.00,$50.00,2,365,t,strict_14_with_grace_period,1
3692,17109267,within a day,100%,f,t,1,Ballard,Townhouse,Entire home/apt,47.66495884457974,-122.36967483707485,2,2,1.5,1,1.0,Real Bed,"{Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,Essentials,Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",$80.00,$50.00,14,1125,f,moderate,1
7488,28390083,within an hour,100%,f,t,1,Ballard,Condominium,Entire home/apt,47.673026541487545,-122.38833410220016,1,2,1.0,1,1.0,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water""}",$95.00,$25.00,3,30,t,moderate,1
120,356248,within an hour,100%,t,f,8,Capitol Hill,Apartment,Entire home/apt,47.65005160732493,-122.32110133068753,3,4,1.0,2,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",$199.00,$150.00,3,365,t,strict_14_with_grace_period,1
2451,12572643,within an hour,100%,t,t,1,Central Area,House,Private room,47.595672625960894,-122.30200050440511,1,2,1.0,1,1.0,Real Bed,"{TV,Internet,Wifi,Kitchen,""Pets live on this property"",Dog(s),""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Hot water kettle""}",$59.00,$19.00,3,29,f,strict_14_with_grace_period,1
5091,21245181,within an hour,100%,t,f,1,Other neighborhoods,House,Entire home/apt,47.666444662174605,-122.3547755102035,6,6,1.5,3,3.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony""}",$200.00,$100.00,3,30,t,moderate,1
4699,20282909,within an hour,100%,t,f,5,Capitol Hill,House,Private room,47.61931413409014,-122.30600526543807,2,2,1.5,1,1.0,Real Bed,"{Wifi,""Air conditioning"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware""}",$75.00,$45.00,1,20,f,strict_14_with_grace_period,1
1919,9465166,within an hour,100%,t,t,2,Queen Anne,Apartment,Entire home/apt,47.63817767601824,-122.36429391562805,1,5,1.0,2,2.0,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Outlet covers"",Bathtub,""Pack ’n Play/travel crib"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Long term stays allowed""}",$145.00,$75.00,2,29,f,moderate,1
1256,6670332,within an hour,100%,t,t,1,Central Area,House,Entire home/apt,47.608442486663115,-122.31037597400976,4,4,1.0,1,3.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""Game console"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Luggage dropoff allowed"",""Smart TV"",""Formal dining area"",""Day bed"",Netflix,""Memory foam mattress"",""Outdoor seating"",""Outdoor parking"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",$158.00,$100.00,2,30,t,moderate,1
3779,17510283,within an hour,100%,t,t,4,Downtown,Condominium,Entire home/apt,47.618178096281795,-122.34780834822563,1,3,1.0,1,2.0,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Step-free access""}",$87.00,$45.00,1,14,f,strict_14_with_grace_period,1
7146,27252831,within an hour,100%,f,f,50,University District,House,Entire home/apt,47.666683236719045,-122.31486212273629,8,8,3.5,3,4.0,Real Bed,"{TV,Internet,Wifi,Kitchen,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",$197.00,$254.00,2,1125,t,super_strict_30,0
6727,25582819,within an hour,100%,t,f,32,Capitol Hill,House,Entire home/apt,47.62952752469408,-122.30127651238062,14,25,4.5,7,16.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""Changing table"",""High chair"",""Babysitter recommendations"",Crib,""Pack ’n Play/travel crib""}",$650.00,$300.00,1,365,t,strict_14_with_grace_period,1
4694,20270794,within an hour,100%,t,f,2,Rainier Valley,House,Private room,47.5625500951512,-122.28123478943327,1,2,1.0,1,2.0,Real Bed,"{Wifi,""Pets live on this property"",Dog(s),""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Garden or backyard"",""Luggage dropoff allowed""}",$58.00,0,2,28,t,flexible,1
1068,5670781,within an hour,100%,t,t,1,Central Area,House,Entire home/apt,47.60957775998546,-122.29886413405028,6,6,2.0,3,3.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""Children’s books and toys"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Wide hallway clearance"",""Well-lit path to entrance""}",$170.00,$110.00,2,1125,f,strict_14_with_grace_period,1
5942,23073963,within a few hours,100%,f,t,3,Seward Park,Guest suite,Entire home/apt,47.539004873619135,-122.26625406804541,2,4,1.0,2,2.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Step-free access"",""Flat path to front door"",""Well-lit path to entrance"",""Disabled parking spot"",""Step-free access"",""Step-free access"",""Lake access""}",$101.00,$100.00,3,180,f,strict_14_with_grace_period,1
3511,16300855,within an hour,100%,t,t,4,Other neighborhoods,Apartment,Entire home/apt,47.65495542507253,-122.34442227550764,2,4,1.0,2,3.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Elevator,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",$185.00,$88.00,2,30,f,moderate,1
6124,23741401,within an hour,94%,f,f,5,Downtown,Apartment,Entire home/apt,47.61569332177577,-122.34617979388138,1,4,1.0,0,1.0,Real Bed,"{TV,Wifi,Pool,Kitchen,""Paid parking off premises"",Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Long term stays allowed""}",$111.00,$59.00,1,1125,t,strict_14_with_grace_period,0
2055,10332360,within an hour,100%,t,t,3,West Seattle,House,Entire home/apt,47.56822230412271,-122.38625570783577,3,4,1.0,1,2.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Self check-in"",Keypad}",$109.00,$65.00,1,1125,f,moderate,1
1860,9217030,within an hour,100%,t,t,1,Other neighborhoods,Guest suite,Entire home/apt,47.65396801563036,-122.35092272668908,1,2,1.0,1,1.0,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",""Patio or balcony"",""Luggage dropoff allowed"",Other,""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",$125.00,$40.00,2,14,f,moderate,1
6767,25784064,within an hour,100%,t,t,1,Beacon Hill,House,Private room,47.55112480426372,-122.31208893396848,2,2,1.0,1,1.0,Real Bed,"{TV,Wifi,""Pets live on this property"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Hot water""}",$58.00,$10.00,2,1125,f,moderate,1
4825,20625690,within an hour,100%,t,f,10,Capitol Hill,Apartment,Entire home/apt,47.61748805301809,-122.32411222420862,1,2,1.0,0,4.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Gym,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Full kitchen""}",$200.00,$50.00,1,1125,t,moderate,1
195,677365,within an hour,100%,f,t,1,Delridge,Guest suite,Entire home/apt,47.52924478616024,-122.35852505689999,2,6,1.0,2,3.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Pets live on this property"",Dog(s),""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""High chair"",Crib,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard""}",$89.00,$50.00,1,30,f,moderate,1
8002,30319867,within an hour,100%,f,f,123,Cascade,Apartment,Entire home/apt,47.62525833060634,-122.32975170711788,1,2,1.0,0,1.0,Real Bed,"{TV,Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Hair dryer"",Iron}",$90.00,$50.00,1,21,t,strict_14_with_grace_period,1
