"X","id","host_is_superhost","host_response_rate","host_response_time","host_listings_count","host_identity_verified","accommodates","property_type","room_type","guests_included","bathrooms","bedrooms","beds","bed_type","cleaning_fee","minimum_nights","maximum_nights","instant_bookable","cancellation_policy","price","In_Downtown","In_Delridge","In_Lake_City","num_amenities","total_nearby_landmarks"
1569,7843995,"t",1,"within an hour",12,"t",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",50,1,30,"t","moderate",129,"f","f","f",25,2
5840,22799854,"f",1,"within a few hours",8,"f",3,"House","Private room",2,1,1,2,"Real Bed",0,1,1125,"f","moderate",75,"f","f","f",58,0
6342,24360199,"t",1,"within an hour",4,"f",4,"House","Entire home/apt",2,1,1,2,"Real Bed",20,1,180,"t","flexible",140,"f","f","t",54,0
6961,26456565,"f",1,"within an hour",2,"f",4,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",50,1,1125,"t","moderate",150,"f","f","f",28,0
6346,24388227,"t",1,"within an hour",4,"f",12,"House","Entire home/apt",1,2.5,4,5,"Real Bed",165,1,200,"t","moderate",125,"f","f","f",36,0
1077,5705161,"t",0.9,"within an hour",1,"t",3,"Condominium","Private room",2,1,1,2,"Real Bed",20,2,8,"t","moderate",84,"f","f","f",38,0
7209,27368377,"t",1,"within an hour",2,"f",2,"Guesthouse","Entire home/apt",1,1,1,1,"Real Bed",45,2,60,"t","moderate",90,"f","f","f",25,0
4741,20405820,"f",1,"within an hour",3,"f",2,"Guest suite","Entire home/apt",2,1,0,1,"Real Bed",40,1,1125,"t","moderate",160,"f","f","f",30,0
457,2020505,"t",1,"within a few hours",1,"f",2,"House","Entire home/apt",1,1,1,1,"Real Bed",20,3,5,"f","moderate",165,"f","f","f",19,1
5478,22151533,"f",0.99,"within an hour",521,"f",5,"Apartment","Entire home/apt",4,2,2,2,"Real Bed",139,2,1125,"t","strict",329,"t","f","f",25,6
8226,31364134,"t",1,"within an hour",131,"f",2,"Serviced apartment","Entire home/apt",1,1,1,1,"Real Bed",75,30,1125,"t","flexible",129,"f","f","f",41,2
56,136480,"f",1,"within a few hours",2,"t",2,"House","Private room",1,1,1,1,"Real Bed",25,2,14,"f","flexible",85,"f","f","f",13,0
2599,13101706,"t",1,"within an hour",1,"t",3,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",89,2,1125,"f","moderate",119,"f","f","f",21,0
6344,24373647,"t",1,"within an hour",1,"t",2,"Guest suite","Entire home/apt",2,1,1,1,"Real Bed",50,2,6,"f","strict_14_with_grace_period",100,"f","t","f",43,0
7882,29829201,"f",1,"within an hour",1,"t",2,"House","Private room",2,2,1,1,"Real Bed",10,1,4,"f","flexible",65,"f","f","f",20,0
3954,18121216,"f",1,"within a few hours",1,"f",2,"Guest suite","Entire home/apt",1,1,1,1,"Real Bed",30,2,1125,"f","moderate",37,"f","t","f",27,0
2669,13281972,"f",0.98,"within an hour",21,"f",4,"Condominium","Entire home/apt",2,1,0,3,"Real Bed",65,1,27,"t","strict_14_with_grace_period",159,"t","f","f",23,5
2711,13419124,"f",0.89,"within a few hours",1,"f",6,"Apartment","Entire home/apt",3,1,2,2,"Real Bed",60,2,1125,"f","moderate",116,"f","f","f",20,0
6949,26404302,"f",1,"within an hour",50,"f",2,"Condominium","Entire home/apt",2,1,1,1,"Real Bed",149,2,1125,"t","super_strict_30",170,"t","f","f",22,5
3996,18272323,"t",1,"within an hour",1,"t",6,"House","Entire home/apt",4,2,2,2,"Real Bed",45,2,40,"f","moderate",150,"f","f","t",50,0
4993,21013305,"t",0.98,"within an hour",6,"t",9,"House","Entire home/apt",6,3.5,3,3,"Real Bed",120,1,1125,"t","strict_14_with_grace_period",300,"f","f","f",26,0
1679,8273948,"f",1,"within an hour",1,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",20,2,1125,"f","moderate",85,"f","f","f",19,0
7456,28293622,"f",1,"within an hour",60,"f",6,"Apartment","Entire home/apt",2,2,2,5,"Real Bed",160,1,29,"t","super_strict_30",334,"f","f","f",17,3
3024,14264138,"f",0,"a few days or more",1,"f",6,"House","Entire home/apt",1,2.5,3,4,"Real Bed",150,2,1125,"f","strict_14_with_grace_period",275,"f","f","f",23,0
6411,24635846,"t",1,"within an hour",3,"f",2,"House","Private room",1,1,1,1,"Real Bed",45,1,1125,"t","moderate",74,"f","f","f",31,0
4892,20805317,"f",1,"within an hour",2,"f",2,"Townhouse","Private room",2,1.5,1,1,"Real Bed",25,2,1125,"f","moderate",60,"f","f","f",19,0
6298,24183124,"f",1,"within a day",1,"f",3,"Condominium","Entire home/apt",1,1,1,1,"Real Bed",20,3,7,"f","strict_14_with_grace_period",200,"t","f","f",19,3
464,2069917,"t",1,"within an hour",7,"t",3,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",85,3,1125,"f","strict_14_with_grace_period",75,"f","f","f",23,0
2361,12157169,"f",0.99,"within an hour",14,"f",2,"Serviced apartment","Entire home/apt",1,1,0,1,"Real Bed",75,1,1125,"t","strict_14_with_grace_period",75,"f","f","f",35,0
2232,11398892,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",75,5,1125,"t","strict_14_with_grace_period",115,"t","f","f",19,5
7638,28956135,"f",1,"within an hour",1,"t",2,"House","Entire home/apt",1,1,1,1,"Real Bed",79,1,1125,"f","flexible",120,"f","f","f",17,0
8240,31391017,"f",1,"within an hour",4,"f",1,"Apartment","Entire home/apt",1,1.5,1,1,"Real Bed",0,1,1125,"t","flexible",494,"f","f","f",7,2
5915,22999891,"t",1,"within an hour",10,"f",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",50,1,1125,"t","moderate",150,"f","f","f",30,0
6172,23895640,"f",1,"within an hour",3,"t",2,"House","Private room",2,2,1,1,"Real Bed",30,2,1125,"f","strict_14_with_grace_period",34,"f","f","f",25,0
6909,26235757,"t",1,"within an hour",2,"f",4,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",165,2,1125,"t","flexible",125,"f","f","f",34,0
360,1531458,"f",0.92,"within an hour",51,"t",4,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",60,1,1125,"f","moderate",85,"f","f","f",29,0
4929,20899115,"t",1,"within an hour",1,"f",2,"Guest suite","Entire home/apt",1,1,0,1,"Real Bed",0,1,1125,"t","moderate",85,"f","f","f",23,0
1040,5463856,"f",1,"within a few hours",2,"t",6,"House","Entire home/apt",1,2.5,3,4,"Real Bed",150,7,30,"f","strict_14_with_grace_period",300,"f","f","f",19,0
5519,22193034,"f",1,"within an hour",8,"t",12,"House","Entire home/apt",4,2.5,4,4,"Real Bed",149,2,1125,"f","moderate",199,"f","f","t",28,0
6125,23742518,"t",1,"within an hour",1,"f",3,"Apartment","Entire home/apt",3,1,1,2,"Real Bed",50,2,1125,"f","flexible",96,"f","f","f",35,0
4688,20266823,"f",1,"within an hour",2,"t",4,"Apartment","Entire home/apt",3,1,2,1,"Real Bed",0,2,1125,"f","moderate",170,"t","f","f",33,3
5333,21751308,"f",1,"within a day",1,"t",2,"House","Entire home/apt",1,1,1,1,"Real Bed",50,3,30,"f","flexible",140,"f","f","f",23,0
5978,23233095,"t",1,"within an hour",4,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",50,1,1125,"t","moderate",150,"f","f","f",20,2
7286,27661813,"f",1,"within an hour",5,"f",7,"Guesthouse","Entire home/apt",7,1,2,4,"Real Bed",100,1,31,"t","strict_14_with_grace_period",150,"f","t","f",48,0
8192,31219741,"t",1,"within an hour",5,"f",6,"House","Entire home/apt",4,2,3,4,"Real Bed",150,1,30,"f","flexible",120,"f","f","f",21,0
7777,29378974,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",75,7,1125,"f","strict_14_with_grace_period",90,"t","f","f",19,3
4354,19363206,"t",1,"within an hour",1,"t",2,"Guesthouse","Entire home/apt",2,1,1,2,"Real Bed",60,2,1125,"t","moderate",115,"f","f","f",24,0
3575,16602606,"t",1,"within an hour",8,"f",1,"House","Private room",1,1,1,1,"Real Bed",10,7,29,"f","moderate",52,"f","f","f",31,0
6521,24893567,"t",1,"within an hour",1,"t",2,"Townhouse","Entire home/apt",2,1,0,1,"Real Bed",35,1,90,"t","moderate",100,"f","f","f",29,0
3887,17889365,"t",1,"within an hour",4,"t",2,"Other","Private room",1,1.5,1,1,"Real Bed",25,2,25,"f","moderate",90,"f","f","f",29,0
1657,8157486,"t",1,"within an hour",1,"t",2,"House","Private room",1,1.5,1,1,"Real Bed",8,1,365,"f","moderate",65,"f","t","f",39,0
2310,11846910,"f",0.99,"within an hour",1596,"t",6,"Condominium","Entire home/apt",1,2,2,3,"Real Bed",49,1,1125,"f","strict_14_with_grace_period",259,"t","f","f",40,4
6719,25534616,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",89,2,1125,"t","strict",200,"t","f","f",18,5
7130,27192505,"f",1,"within a few hours",1,"t",2,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",95,20,1125,"t","strict_14_with_grace_period",200,"f","f","f",32,1
5196,21475270,"t",1,"within an hour",131,"f",3,"Serviced apartment","Entire home/apt",2,1,1,1,"Real Bed",75,2,1125,"t","moderate",99,"f","f","f",40,5
8048,30444838,"t",1,"within an hour",2,"f",3,"House","Entire home/apt",1,1,1,1,"Real Bed",50,2,60,"t","flexible",79,"f","f","f",38,0
886,4550199,"f",1,"within a day",1,"t",6,"House","Entire home/apt",1,2,3,2,"Real Bed",150,2,1125,"f","flexible",599,"f","f","f",18,0
1791,8869680,"f",1,"within an hour",2,"t",5,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",25,1,1125,"f","strict_14_with_grace_period",85,"f","f","f",13,0
68,190984,"t",1,"within an hour",2,"f",2,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",50,2,28,"t","flexible",80,"f","f","f",37,0
243,902609,"t",1,"within an hour",1,"t",3,"Guest suite","Entire home/apt",1,1,1,1,"Real Bed",125,2,365,"t","moderate",49,"f","t","f",42,0
6,9531,"f",1,"within an hour",2,"t",4,"House","Entire home/apt",2,1,2,5,"Real Bed",95,2,365,"f","strict_14_with_grace_period",165,"f","f","f",29,0
2962,14042516,"t",1,"within an hour",5,"t",3,"House","Private room",1,2,1,1,"Real Bed",25,1,365,"t","moderate",75,"f","f","f",38,0
4821,20622986,"t",1,"within an hour",1,"t",3,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",50,2,1125,"f","moderate",200,"f","f","f",38,0
8362,31876965,"t",1,"within an hour",7,"t",3,"Condominium","Entire home/apt",2,1,1,1,"Real Bed",100,8,1125,"t","flexible",195,"t","f","f",22,4
7880,29828911,"f",1,"within an hour",1,"t",3,"House","Entire home/apt",2,1,2,2,"Real Bed",30,2,14,"f","strict_14_with_grace_period",82,"f","f","f",26,0
6745,25690435,"t",1,"within an hour",1,"f",6,"House","Entire home/apt",6,2.5,3,3,"Real Bed",313,2,1125,"t","super_strict_30",121,"f","f","f",21,0
745,3835995,"t",1,"within an hour",1,"t",2,"House","Entire home/apt",1,1,1,1,"Real Bed",30,2,1125,"f","flexible",84,"f","f","f",18,0
5285,21682929,"t",1,"within an hour",10,"f",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",50,1,1125,"t","moderate",150,"f","f","f",28,2
5123,21326357,"f",1,"within an hour",1292,"f",4,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",109,1,365,"t","strict_14_with_grace_period",1002,"t","f","f",21,5
1878,9303530,"f",1,"within an hour",3,"f",6,"Apartment","Entire home/apt",2,2,2,2,"Real Bed",95,3,1125,"f","strict_14_with_grace_period",140,"f","f","f",21,0
7087,26994575,"f",1,"within an hour",1,"f",4,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",70,1,1125,"t","flexible",142,"t","f","f",42,5
3519,16326364,"t",1,"within an hour",5,"t",8,"House","Entire home/apt",6,2.5,3,3,"Real Bed",99,28,1124,"f","moderate",175,"f","f","f",42,0
7745,29278900,"f",1,"within an hour",3,"t",6,"Apartment","Entire home/apt",2,1,1,4,"Real Bed",70,1,1125,"t","strict_14_with_grace_period",100,"f","f","f",15,1
520,2540201,"f",1,"within a day",1,"t",2,"Apartment","Entire home/apt",1,1,2,2,"Real Bed",0,4,90,"f","flexible",41,"f","f","f",19,0
5468,22151226,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",199,"t","f","f",27,3
6360,24433183,"t",1,"within an hour",1,"f",2,"House","Entire home/apt",2,1,1,1,"Real Bed",25,2,35,"t","moderate",115,"f","f","f",15,0
7376,27988579,"f",1,"within a few hours",1,"t",4,"House","Private room",2,1,2,2,"Real Bed",30,1,45,"f","flexible",250,"f","f","t",42,0
4058,18414350,"t",1,"within an hour",1,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",50,2,14,"t","moderate",80,"f","f","f",32,0
316,1256892,"t",1,"within an hour",1,"t",4,"Apartment","Entire home/apt",2,1,1,2,"Futon",25,2,28,"t","moderate",100,"f","f","f",34,0
6215,23983013,"f",0.99,"within an hour",521,"f",5,"Apartment","Entire home/apt",4,2,2,2,"Real Bed",129,2,1125,"t","strict",350,"t","f","f",28,4
7908,29941577,"t",1,"within an hour",11,"f",4,"Condominium","Entire home/apt",4,1,1,2,"Real Bed",75,2,50,"t","flexible",125,"t","f","f",34,5
1553,7800238,"t",0.91,"within an hour",1,"t",2,"Other","Entire home/apt",1,1,1,1,"Real Bed",25,2,90,"t","flexible",85,"f","f","f",37,0
7299,27703123,"t",1,"within an hour",1,"f",2,"Townhouse","Private room",1,1,1,1,"Real Bed",15,2,1125,"t","moderate",100,"f","f","f",24,0
5479,22151541,"f",0.99,"within an hour",521,"f",5,"Apartment","Entire home/apt",4,2,2,2,"Real Bed",129,2,1125,"t","strict",300,"t","f","f",25,6
5515,22186032,"f",1,"within an hour",1,"f",13,"House","Entire home/apt",8,3,4,7,"Real Bed",150,1,1125,"f","strict_14_with_grace_period",125,"f","t","f",52,0
451,1976382,"t",1,"within a few hours",7,"t",4,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",99,1,365,"f","strict_14_with_grace_period",119,"f","f","f",26,0
4627,20119509,"f",1,"within a few hours",3,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",200,120,270,"f","strict_14_with_grace_period",70,"t","f","f",34,5
4509,19786040,"f",0.99,"within an hour",81,"f",4,"Condominium","Entire home/apt",4,1.5,1,2,"Real Bed",125,1,365,"t","super_strict_30",112,"t","f","f",24,5
2217,11337213,"t",1,"within an hour",1,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",40,2,31,"t","moderate",95,"f","f","f",30,0
3570,16572044,"t",1,"within an hour",1,"t",5,"House","Entire home/apt",2,1,1,3,"Real Bed",65,2,28,"f","strict_14_with_grace_period",80,"f","f","f",40,0
7273,27614680,"t",1,"within an hour",3,"f",5,"House","Entire home/apt",1,1.5,2,2,"Real Bed",100,2,1125,"t","flexible",300,"f","f","f",32,0
3530,16379881,"f",0.99,"within an hour",1276,"f",5,"Apartment","Entire home/apt",1,2,2,2,"Real Bed",109,2,1125,"t","strict_14_with_grace_period",999,"t","f","f",35,3
6495,24775716,"t",1,"within an hour",131,"f",2,"Serviced apartment","Entire home/apt",1,1,1,1,"Real Bed",75,2,1125,"t","flexible",450,"f","f","f",36,2
7670,29078635,"f",1,"within an hour",1,"t",2,"Townhouse","Private room",1,1,1,1,"Real Bed",20,2,1125,"t","strict_14_with_grace_period",49,"f","f","f",16,0
3632,16808477,"f",1,"within an hour",1,"t",4,"Townhouse","Entire home/apt",1,3.5,2,2,"Real Bed",25,2,30,"f","flexible",300,"f","f","f",20,0
8395,32009047,"t",1,"within an hour",2,"t",3,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",55,3,1124,"f","moderate",75,"f","f","f",35,0
5566,22209813,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",275,"t","f","f",28,4
3299,15456841,"t",1,"within an hour",1,"t",6,"Townhouse","Entire home/apt",2,1.5,2,2,"Real Bed",90,2,29,"f","moderate",150,"f","f","f",58,0
5379,21889312,"f",1,"within a few hours",8,"f",3,"House","Private room",2,1,1,2,"Real Bed",0,1,1125,"f","flexible",79,"f","f","f",55,0
7440,28283802,"f",1,"within an hour",2,"f",2,"Guesthouse","Entire home/apt",1,1,0,1,"Real Bed",0,2,30,"t","flexible",85,"f","f","f",12,0
2450,12571643,"f",1,"within an hour",3,"t",2,"Townhouse","Private room",1,1,1,1,"Real Bed",50,1,1125,"f","strict_14_with_grace_period",995,"f","f","f",35,0
6492,24775012,"t",1,"within an hour",131,"f",2,"Serviced apartment","Entire home/apt",1,1,1,1,"Real Bed",75,2,1125,"t","flexible",99,"f","f","f",35,2
918,4681885,"f",1,"within a day",2,"f",2,"House","Private room",2,1,1,1,"Real Bed",0,1,1125,"f","flexible",50,"f","f","f",26,0
195,677365,"f",1,"within an hour",1,"t",6,"Guest suite","Entire home/apt",2,1,2,3,"Real Bed",50,1,30,"f","moderate",89,"f","t","f",36,0
4925,20896567,"t",1,"within an hour",10,"f",3,"Apartment","Entire home/apt",2,1,0,2,"Real Bed",50,1,1125,"t","moderate",150,"f","f","f",28,2
2768,13560905,"f",0.8,"within a day",4,"t",5,"Apartment","Entire home/apt",2,1,2,4,"Real Bed",60,4,13,"t","strict_14_with_grace_period",160,"f","f","f",22,0
1254,6660186,"t",1,"within an hour",1,"t",2,"House","Entire home/apt",2,1.5,1,1,"Real Bed",40,2,29,"f","moderate",90,"f","f","f",15,0
7701,29196773,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",75,30,1125,"f","strict_14_with_grace_period",160,"t","f","f",17,1
2740,13491382,"f",1,"within an hour",3,"f",4,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",80,2,1125,"f","strict_14_with_grace_period",138,"t","f","f",38,3
1533,7735313,"t",1,"within an hour",12,"t",4,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",60,1,30,"t","moderate",129,"t","f","f",22,3
3551,16492244,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",75,2,1125,"t","strict_14_with_grace_period",159,"t","f","f",16,5
7543,28559462,"t",1,"within an hour",3,"f",2,"House","Private room",2,1.5,1,1,"Real Bed",60,1,1125,"t","flexible",120,"f","f","f",25,1
461,2033191,"t",1,"within an hour",1,"t",4,"Guest suite","Entire home/apt",2,1,2,2,"Real Bed",48,3,1125,"f","moderate",180,"f","f","f",50,0
7617,28839429,"f",1,"within a few hours",2,"t",4,"Apartment","Entire home/apt",2,1,2,3,"Real Bed",75,3,1125,"t","flexible",125,"f","f","f",20,0
7732,29245321,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",75,30,1125,"f","strict_14_with_grace_period",149,"t","f","f",18,4
255,955506,"t",1,"within an hour",1,"t",5,"Other","Entire home/apt",4,1,2,2,"Real Bed",90,3,20,"t","moderate",199,"f","f","f",34,0
3268,15339212,"t",1,"within an hour",1,"t",2,"Townhouse","Private room",1,1,1,1,"Real Bed",30,1,1125,"f","strict_14_with_grace_period",99,"f","f","f",43,0
7422,28208320,"f",1,"within an hour",1,"f",3,"Condominium","Private room",2,1,1,1,"Real Bed",30,1,1125,"t","strict_14_with_grace_period",95,"t","f","f",39,3
640,3340727,"t",1,"within an hour",1,"t",3,"Guesthouse","Entire home/apt",2,1,1,1,"Real Bed",35,2,60,"f","flexible",85,"f","t","f",30,0
4143,18638163,"t",1,"within an hour",1,"t",2,"House","Entire home/apt",1,1,0,1,"Real Bed",50,2,30,"t","moderate",99,"f","f","f",39,1
5088,21240521,"f",1,"within an hour",2,"t",7,"House","Entire home/apt",6,3,2,2,"Real Bed",125,10,1125,"t","flexible",141,"f","f","f",33,0
7097,27026356,"f",0.75,"within a few hours",1,"f",6,"House","Private room",4,1,2,4,"Real Bed",0,2,28,"f","flexible",100,"f","t","f",34,0
4646,20148935,"t",1,"within an hour",1,"f",6,"House","Entire home/apt",2,2.5,2,3,"Real Bed",150,2,1125,"f","moderate",400,"f","f","f",42,1
7596,28781130,"f",1,"within an hour",120,"f",4,"House","Entire home/apt",1,3.5,3,4,"Real Bed",191,2,28,"t","strict_14_with_grace_period",401,"f","f","f",34,0
3876,17850132,"t",1,"within an hour",1,"t",8,"House","Entire home/apt",4,1,2,4,"Real Bed",50,1,1124,"f","moderate",90,"f","f","f",25,0
4495,19786000,"f",0.99,"within an hour",81,"f",7,"Condominium","Entire home/apt",7,2.5,2,4,"Real Bed",165,1,365,"t","super_strict_30",262,"t","f","f",18,5
1498,7630155,"t",1,"within an hour",4,"t",3,"House","Private room",2,1.5,1,1,"Real Bed",25,2,29,"f","moderate",117,"f","f","f",43,0
5716,22446742,"f",0.99,"within an hour",1276,"f",4,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",99,2,1125,"t","strict_14_with_grace_period",999,"t","f","f",34,3
6206,23978287,"f",1,"within an hour",123,"f",2,"House","Private room",1,2,1,1,"Real Bed",20,1,21,"t","strict_14_with_grace_period",40,"f","f","f",13,0
216,757840,"t",1,"within an hour",3,"t",10,"House","Entire home/apt",8,2.5,4,7,"Real Bed",100,2,1125,"t","strict_14_with_grace_period",300,"f","f","f",45,2
7622,28860634,"f",1,"within a few hours",1,"t",3,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",0,3,300,"t","strict_14_with_grace_period",150,"f","f","f",19,0
5951,23109996,"t",1,"within an hour",1,"f",4,"Apartment","Entire home/apt",1,1,2,2,"Real Bed",75,2,40,"t","flexible",95,"f","f","f",21,0
2501,12831734,"f",1,"within an hour",5,"t",5,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",0,2,1124,"f","moderate",168,"f","f","f",43,2
3045,14340866,"t",1,"within an hour",3,"t",3,"House","Private room",2,1,1,1,"Real Bed",25,2,200,"t","strict_14_with_grace_period",85,"f","f","f",38,0
3997,18273758,"f",0.92,"within an hour",3,"t",4,"House","Private room",4,1,2,2,"Real Bed",20,1,1125,"t","flexible",70,"f","f","f",28,0
7495,28406424,"f",1,"within an hour",1,"f",2,"Condominium","Entire home/apt",1,1,1,1,"Real Bed",50,4,21,"f","flexible",100,"f","f","f",20,0
1458,7462250,"t",1,"within an hour",2,"t",3,"House","Entire home/apt",2,1,0,2,"Real Bed",40,1,18,"t","moderate",99,"f","f","f",41,0
5160,21408065,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",75,3,120,"t","strict_14_with_grace_period",144,"t","f","f",18,1
1561,7823623,"f",1,"within a few hours",3,"t",8,"House","Entire home/apt",3,1.5,3,5,"Real Bed",110,10,1125,"f","strict_14_with_grace_period",100,"f","f","f",19,0
4422,19594746,"t",1,"within an hour",2,"t",1,"House","Private room",1,2,1,1,"Real Bed",40,3,150,"t","strict_14_with_grace_period",10,"f","f","f",32,0
1066,5653726,"f",0.92,"within an hour",51,"t",4,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",70,1,1125,"f","moderate",99,"f","f","f",31,0
7484,28385302,"f",1,"within an hour",1,"f",3,"Guesthouse","Entire home/apt",1,1,1,2,"Real Bed",35,2,1125,"t","flexible",120,"f","f","f",37,0
2625,13169129,"f",1,"within an hour",13,"t",2,"House","Private room",1,3,1,1,"Real Bed",25,1,1125,"t","flexible",85,"f","t","f",25,0
