"X","id","host_is_superhost","host_response_rate","host_response_time","host_listings_count","host_identity_verified","accommodates","property_type","room_type","guests_included","bathrooms","bedrooms","beds","bed_type","cleaning_fee","minimum_nights","maximum_nights","instant_bookable","cancellation_policy","price","In_Downtown","In_Delridge","In_Lake_City","num_amenities","total_nearby_landmarks"
6230,24015983,"t",1,"within an hour",1,"t",5,"Condominium","Entire home/apt",2,2,2,3,"Real Bed",60,3,1125,"f","flexible",159,"t","f","f",26,5
2521,12904114,"f",1,"within an hour",1,"f",2,"Townhouse","Private room",1,1,1,1,"Real Bed",60,2,29,"f","strict_14_with_grace_period",45,"f","f","f",31,0
6364,24442940,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",75,5,1125,"f","strict_14_with_grace_period",144,"t","f","f",19,5
756,3883392,"t",1,"within an hour",2,"t",2,"Apartment","Entire home/apt",1,1,1,3,"Real Bed",95,3,15,"f","moderate",185,"f","f","f",29,1
672,3489837,"f",1,"within a day",3,"t",2,"House","Entire home/apt",2,1,1,2,"Real Bed",80,30,180,"f","strict_14_with_grace_period",110,"f","f","f",18,0
5507,22176028,"t",1,"within an hour",2,"f",4,"Apartment","Entire home/apt",2,1,0,2,"Real Bed",50,2,1125,"f","moderate",89,"f","f","f",25,0
7045,26804995,"t",1,"within an hour",1,"f",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",45,2,1125,"f","flexible",75,"t","f","f",23,5
5849,22817473,"t",1,"within an hour",131,"f",2,"Serviced apartment","Entire home/apt",1,1,1,1,"Real Bed",75,2,1125,"t","flexible",100,"f","f","f",38,2
5583,22210627,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",250,"t","f","f",27,3
5778,22650227,"t",1,"within an hour",1,"f",7,"House","Entire home/apt",1,1,3,5,"Real Bed",110,2,1125,"t","moderate",130,"f","f","f",27,0
4575,19966378,"t",1,"within an hour",2,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",60,2,180,"f","strict_14_with_grace_period",110,"f","f","f",38,2
1754,8627921,"t",1,"within an hour",1,"t",4,"Guest suite","Entire home/apt",2,1,1,2,"Real Bed",0,2,1125,"t","flexible",70,"f","f","f",31,0
1887,9328692,"f",1,"within an hour",40,"f",2,"Other","Private room",1,1,1,1,"Real Bed",0,1,1125,"t","moderate",59,"f","f","f",25,0
1525,7697340,"t",1,"within an hour",3,"t",8,"Townhouse","Entire home/apt",6,2.5,3,4,"Real Bed",200,2,1125,"f","strict_14_with_grace_period",300,"f","f","f",23,0
2452,12573882,"t",1,"within a few hours",1,"t",5,"Guest suite","Entire home/apt",2,1,2,3,"Real Bed",60,1,30,"t","moderate",119,"f","f","f",42,0
2709,13415589,"t",1,"within a few hours",2,"f",2,"House","Private room",1,1,1,1,"Real Bed",25,2,14,"f","flexible",100,"f","f","f",21,0
203,706385,"t",1,"within an hour",1,"t",2,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",60,2,28,"f","strict_14_with_grace_period",155,"f","f","f",48,0
2408,12370400,"t",1,"within an hour",1,"f",3,"Apartment","Entire home/apt",2,1,1,3,"Real Bed",60,2,30,"f","moderate",159,"f","f","f",42,1
613,3209633,"t",1,"within an hour",1,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",35,2,29,"f","flexible",75,"f","f","f",31,0
7235,27487485,"f",1,"within an hour",1,"f",2,"Condominium","Private room",1,1,1,1,"Real Bed",10,1,1125,"f","flexible",60,"t","f","f",15,1
5295,21697733,"f",1,"within an hour",100,"f",3,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",60,2,1125,"t","strict_14_with_grace_period",195,"t","f","f",32,2
3767,17475636,"f",1,"within an hour",3,"f",2,"House","Private room",1,1,1,1,"Real Bed",10,2,31,"t","moderate",95,"f","f","f",20,0
8196,31223575,"f",1,"within an hour",7,"f",6,"House","Entire home/apt",4,1.5,2,3,"Real Bed",65,1,1125,"t","strict_14_with_grace_period",84,"f","f","f",42,0
7590,28736833,"t",1,"within an hour",3,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",100,2,1125,"f","strict_14_with_grace_period",70,"f","f","f",29,0
448,1956274,"t",1,"within an hour",1,"t",2,"Guest suite","Entire home/apt",2,1.5,1,1,"Real Bed",75,3,1125,"f","moderate",125,"f","f","f",50,0
8063,30539426,"f",0.99,"within an hour",1596,"t",6,"Condominium","Entire home/apt",1,2,2,4,"Real Bed",49,1,1125,"f","strict_14_with_grace_period",274,"t","f","f",42,4
342,1455269,"t",1,"within a day",1,"f",6,"Apartment","Entire home/apt",4,1,3,4,"Real Bed",55,2,13,"f","strict_14_with_grace_period",115,"f","f","f",39,0
4489,19785984,"f",0.99,"within an hour",81,"f",9,"House","Entire home/apt",9,2.5,4,6,"Real Bed",250,1,365,"t","super_strict_30",315,"f","f","f",23,0
6945,26369731,"f",1,"within an hour",1,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",25,2,1125,"f","flexible",150,"t","f","f",25,3
6782,25804925,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",119,"t","f","f",21,5
7010,26665671,"f",1,"within an hour",123,"f",2,"House","Shared room",1,1,1,1,"Real Bed",15,1,21,"t","strict_14_with_grace_period",20,"f","f","f",11,0
1279,6734621,"t",1,"within an hour",1,"t",12,"Townhouse","Entire home/apt",6,3.5,4,5,"Real Bed",150,1,180,"t","moderate",345,"f","f","f",47,0
5834,22794336,"t",1,"within an hour",1,"f",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",45,2,1125,"t","moderate",100,"t","f","f",40,3
839,4288801,"t",1,"within an hour",2,"t",2,"House","Private room",1,1,1,1,"Real Bed",20,2,1125,"f","moderate",55,"f","f","f",17,0
7066,26874520,"f",1,"within an hour",2,"f",4,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",50,1,1125,"t","moderate",150,"t","f","f",27,6
4024,18292305,"f",1,"within an hour",1292,"f",6,"Apartment","Entire home/apt",6,2,2,3,"Real Bed",99,1,365,"t","strict_14_with_grace_period",1002,"t","f","f",19,5
6173,23898292,"f",1,"within an hour",4,"t",2,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",50,3,50,"f","moderate",89,"f","f","f",12,0
2207,11282097,"f",1,"within an hour",3,"f",2,"Townhouse","Private room",1,1.5,1,1,"Real Bed",15,1,1125,"f","flexible",60,"f","f","f",33,0
3091,14576380,"t",1,"within a few hours",2,"f",10,"House","Entire home/apt",8,3.5,5,5,"Real Bed",200,4,17,"f","strict_14_with_grace_period",550,"f","f","f",40,0
1581,7887651,"t",1,"within an hour",3,"t",2,"Townhouse","Private room",1,1,1,1,"Real Bed",30,30,300,"f","strict_14_with_grace_period",78,"f","f","f",12,0
7360,27930170,"f",1,"within an hour",1,"f",4,"Guest suite","Entire home/apt",2,1,1,2,"Real Bed",75,3,1125,"t","strict_14_with_grace_period",150,"f","f","f",30,0
6670,25371191,"f",1,"within an hour",1,"f",4,"House","Entire home/apt",1,2,2,2,"Real Bed",150,2,28,"f","strict_14_with_grace_period",172,"f","f","f",36,0
3413,15898292,"f",0.99,"within an hour",1276,"f",6,"Apartment","Entire home/apt",1,2,2,2,"Real Bed",99,2,1125,"t","strict_14_with_grace_period",999,"t","f","f",35,3
7630,28896276,"f",1,"within an hour",1,"f",4,"Apartment","Entire home/apt",1,1,1,3,"Real Bed",0,1,1125,"t","flexible",105,"f","f","f",29,0
7035,26783184,"f",0.99,"within an hour",81,"f",7,"Townhouse","Entire home/apt",7,2.5,3,4,"Real Bed",195,1,365,"t","super_strict_30",155,"f","f","f",24,0
7965,30130681,"t",1,"within an hour",4,"f",3,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",50,1,1125,"t","moderate",200,"f","f","f",38,0
8046,30438341,"t",1,"within an hour",1,"f",3,"House","Private room",2,1,1,2,"Real Bed",0,2,7,"f","flexible",64,"f","f","f",33,0
5369,21861677,"t",1,"within an hour",1,"t",4,"Other","Entire home/apt",2,1,2,3,"Real Bed",130,2,1124,"f","moderate",125,"f","f","f",44,0
3293,15435193,"t",0.84,"within an hour",2,"t",2,"House","Private room",1,1,1,1,"Real Bed",20,1,31,"f","moderate",60,"f","f","f",27,0
7607,28808018,"t",1,"within an hour",3,"f",5,"Apartment","Entire home/apt",1,2.5,2,2,"Real Bed",125,2,30,"t","moderate",100,"f","f","f",34,0
2183,11192999,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",229,"t","f","f",17,5
1940,9546508,"f",1,"within an hour",40,"f",2,"Other","Private room",1,1,1,1,"Real Bed",0,1,1125,"t","moderate",59,"f","f","f",24,0
6825,25968681,"t",0.98,"within an hour",5,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",50,2,1125,"t","moderate",200,"t","f","f",29,5
1729,8505940,"t",1,"within an hour",3,"t",2,"House","Private room",1,2,1,1,"Real Bed",15,3,30,"t","moderate",63,"f","f","f",34,0
7952,30109348,"f",1,"within an hour",5,"f",3,"House","Private room",1,1,1,1,"Real Bed",15,2,14,"t","flexible",43,"f","f","f",20,0
4428,19611046,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",119,"t","f","f",25,3
4609,20034739,"f",1,"within an hour",4,"f",2,"House","Private room",1,2,1,2,"Real Bed",0,1,29,"t","strict_14_with_grace_period",79,"f","f","f",38,0
7793,29440895,"t",0.9,"within an hour",1,"t",3,"Guest suite","Private room",1,1,1,2,"Real Bed",0,2,10,"f","flexible",65,"f","f","f",18,0
977,5056580,"t",1,"within an hour",1,"t",2,"House","Entire home/apt",2,1,1,1,"Real Bed",55,3,365,"f","moderate",110,"f","f","f",53,0
4694,20270794,"t",1,"within an hour",2,"f",2,"House","Private room",1,1,1,2,"Real Bed",0,2,28,"t","flexible",58,"f","f","f",28,0
2741,13494687,"f",1,"within an hour",1,"f",4,"Guest suite","Entire home/apt",2,1,2,2,"Real Bed",70,2,90,"t","moderate",99,"f","f","f",51,0
1002,5232122,"t",1,"within an hour",1,"t",5,"Apartment","Entire home/apt",4,2,2,3,"Real Bed",80,3,88,"f","moderate",117,"f","f","t",50,0
8060,30539193,"f",0.99,"within an hour",1596,"t",4,"Condominium","Entire home/apt",1,1,1,2,"Real Bed",49,1,1125,"t","strict_14_with_grace_period",179,"t","f","f",41,4
7117,27115180,"f",1,"within a few hours",1,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",40,3,1125,"f","strict_14_with_grace_period",120,"f","f","f",13,0
6281,24142554,"f",1,"within an hour",35,"f",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",50,2,12,"t","strict_14_with_grace_period",200,"f","f","f",22,2
210,723846,"t",1,"within an hour",1,"t",3,"Guesthouse","Entire home/apt",2,1,0,2,"Real Bed",65,2,365,"f","strict_14_with_grace_period",129,"f","f","f",54,0
1913,9435521,"t",1,"within an hour",3,"t",3,"House","Private room",2,1.5,1,1,"Real Bed",15,1,1125,"f","moderate",90,"f","t","f",40,0
2180,11192918,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",189,"t","f","f",27,3
4654,20169621,"t",1,"within an hour",3,"f",4,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",100,2,1125,"t","moderate",133,"f","f","f",34,0
4515,19786059,"f",0.99,"within an hour",81,"f",8,"Townhouse","Entire home/apt",8,2.5,3,5,"Real Bed",195,1,365,"t","super_strict_30",208,"f","f","f",24,0
8267,31523741,"f",1,"within a few hours",1,"f",6,"Other","Entire home/apt",1,1,2,4,"Real Bed",80,1,1125,"t","flexible",159,"f","f","f",21,0
21,20927,"t",1,"within an hour",2,"t",2,"Guesthouse","Entire home/apt",2,1,1,1,"Futon",20,2,28,"t","moderate",89,"f","f","f",24,0
5669,22332853,"t",1,"within an hour",2,"f",4,"Guesthouse","Entire home/apt",2,1,0,2,"Real Bed",35,1,1125,"t","moderate",90,"f","f","f",35,0
2213,11308653,"f",1,"within an hour",3,"f",2,"House","Private room",1,1.5,1,1,"Real Bed",10,1,1125,"t","moderate",55,"f","f","f",28,0
6950,26414626,"f",0.85,"within an hour",321,"f",6,"House","Entire home/apt",6,1,3,3,"Real Bed",193,2,90,"t","strict_14_with_grace_period",425,"f","f","f",12,1
7309,27752865,"t",1,"within an hour",4,"t",2,"House","Private room",1,2,1,1,"Real Bed",50,2,14,"t","flexible",100,"f","f","f",26,0
4504,19786034,"f",0.99,"within an hour",81,"f",4,"Other","Entire home/apt",4,1,2,2,"Real Bed",140,1,365,"t","super_strict_30",150,"f","f","f",27,0
189,661708,"t",1,"within a few hours",2,"t",6,"House","Entire home/apt",4,2.5,2,4,"Real Bed",125,3,120,"f","strict_14_with_grace_period",229,"f","f","f",7,0
3750,17361814,"t",1,"within an hour",1,"f",2,"House","Private room",1,1,1,1,"Real Bed",25,2,10,"f","moderate",52,"f","f","t",50,0
5392,21933426,"f",1,"within an hour",1,"t",4,"Other","Entire home/apt",2,1,1,2,"Real Bed",45,1,1125,"t","moderate",84,"f","f","f",23,0
1301,6813623,"t",1,"within a day",2,"t",6,"House","Entire home/apt",1,2,3,3,"Real Bed",100,3,1125,"f","moderate",265,"f","f","t",25,0
773,3926008,"t",1,"within an hour",3,"t",3,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",50,3,1125,"f","moderate",140,"f","f","f",17,0
5231,21560487,"f",0.99,"within an hour",1276,"f",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",100,2,1125,"t","strict_14_with_grace_period",999,"t","f","f",34,5
3193,14992529,"f",0.96,"within an hour",13,"f",6,"Apartment","Entire home/apt",1,2,2,3,"Real Bed",175,3,1125,"f","strict_14_with_grace_period",195,"f","f","f",24,0
6025,23451023,"t",1,"within an hour",1,"t",4,"Condominium","Entire home/apt",2,1,0,3,"Real Bed",60,2,1124,"t","moderate",139,"t","f","f",56,5
6183,23907062,"f",0.97,"within an hour",9,"f",4,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",45,1,30,"f","strict_14_with_grace_period",75,"f","f","f",19,1
4982,21008151,"f",1,"within an hour",100,"f",3,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",60,2,1125,"t","strict_14_with_grace_period",195,"t","f","f",32,1
4493,19785994,"f",0.99,"within an hour",81,"f",10,"Apartment","Entire home/apt",10,2.5,3,6,"Real Bed",195,1,365,"t","super_strict_30",497,"t","f","f",22,5
5413,21997692,"f",0.96,"within an hour",3,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",35,1,60,"t","moderate",83,"f","f","f",36,4
642,3372535,"t",1,"within an hour",2,"t",2,"Other","Private room",1,1,1,1,"Real Bed",60,6,120,"t","strict_14_with_grace_period",40,"f","f","f",45,0
6432,24696360,"t",1,"within an hour",131,"f",2,"Serviced apartment","Entire home/apt",1,1,1,1,"Real Bed",75,2,1125,"t","flexible",150,"f","f","f",40,2
2457,12605930,"t",1,"within an hour",1,"t",3,"Guesthouse","Entire home/apt",2,1,1,2,"Real Bed",40,1,31,"t","strict_14_with_grace_period",95,"f","f","f",57,0
4712,20309188,"t",1,"within an hour",1,"f",4,"Guest suite","Entire home/apt",3,1,1,2,"Real Bed",25,2,1125,"t","moderate",100,"f","f","f",33,0
8023,30396833,"t",1,"within an hour",3,"f",5,"Apartment","Entire home/apt",1,1.5,2,2,"Real Bed",50,3,30,"t","moderate",195,"f","f","f",15,2
5171,21437008,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",189,"t","f","f",24,5
5368,21851064,"f",1,"within an hour",1,"f",6,"Condominium","Entire home/apt",1,1.5,2,3,"Real Bed",40,2,1125,"t","strict_14_with_grace_period",160,"f","f","f",39,1
6738,25670292,"f",1,"within an hour",35,"f",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",60,2,12,"t","strict_14_with_grace_period",250,"t","f","f",20,3
6397,24580635,"t",1,"within an hour",2,"t",6,"Apartment","Entire home/apt",2,1,2,3,"Real Bed",60,1,21,"f","moderate",125,"f","f","f",40,0
3554,16516448,"t",1,"within an hour",2,"t",2,"Townhouse","Private room",1,1,1,1,"Real Bed",25,1,60,"t","moderate",58,"f","f","f",19,0
19,19619,"t",1,"within an hour",42,"t",4,"Condominium","Entire home/apt",1,1,1,1,"Real Bed",107,2,365,"f","strict_14_with_grace_period",145,"t","f","f",76,5
2892,13814062,"t",1,"within an hour",1,"t",5,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",25,1,1125,"t","flexible",89,"f","f","f",37,0
644,3380159,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",189,"t","f","f",17,5
72,202251,"f",1,"within an hour",1,"t",6,"House","Entire home/apt",4,1,3,3,"Real Bed",175,7,150,"f","strict_14_with_grace_period",245,"f","f","f",15,0
4073,18450572,"f",1,"within an hour",2,"t",2,"Other","Private room",1,1,1,1,"Real Bed",20,2,30,"t","moderate",50,"f","f","f",23,0
3841,17748936,"f",1,"within an hour",15,"f",4,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",55,1,1125,"t","moderate",120,"f","f","f",40,2
8066,30540090,"f",0.99,"within an hour",1596,"t",2,"Condominium","Entire home/apt",1,1,0,1,"Real Bed",49,1,1125,"t","strict_14_with_grace_period",144,"t","f","f",40,4
4237,18947834,"f",0.99,"within an hour",1276,"f",5,"Apartment","Entire home/apt",1,2,2,3,"Real Bed",99,1,1125,"t","strict_14_with_grace_period",999,"t","f","f",35,5
2202,11257096,"f",1,"within an hour",2,"t",6,"House","Entire home/apt",4,1,2,2,"Real Bed",75,1,14,"f","moderate",125,"f","f","f",35,0
7287,27677744,"t",0.94,"within an hour",4,"f",1,"Townhouse","Private room",2,1,1,1,"Real Bed",45,1,14,"t","moderate",75,"f","f","f",33,0
7949,30093335,"t",1,"within an hour",2,"f",5,"Guest suite","Entire home/apt",1,1,1,3,"Futon",45,1,28,"t","moderate",75,"f","f","f",46,0
6412,24639357,"f",0.99,"within an hour",9,"t",4,"Apartment","Entire home/apt",1,1,0,2,"Real Bed",0,1,1125,"t","moderate",113,"f","f","f",23,0
4001,18275536,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",189,"t","f","f",28,3
8440,32116273,"f",1,"within an hour",1,"f",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",20,1,1125,"t","strict_14_with_grace_period",88,"f","f","f",17,3
1708,8409969,"f",1,"within an hour",123,"f",2,"House","Private room",1,1,1,1,"Real Bed",15,1,21,"t","strict_14_with_grace_period",30,"f","f","f",18,0
841,4316910,"t",0.75,"within a day",2,"t",2,"Townhouse","Entire home/apt",1,1,0,1,"Real Bed",45,1,1125,"f","moderate",68,"f","f","f",25,0
4516,19786065,"f",0.99,"within an hour",81,"f",8,"House","Entire home/apt",8,2,3,5,"Real Bed",215,1,365,"t","super_strict_30",208,"f","f","f",22,0
4088,18475687,"t",1,"within an hour",3,"t",2,"Townhouse","Private room",1,1,1,1,"Real Bed",25,1,30,"f","flexible",50,"f","t","f",26,0
2109,10768066,"t",1,"within an hour",1,"t",2,"Guest suite","Entire home/apt",2,1,1,1,"Futon",35,1,14,"f","moderate",58,"f","t","f",30,0
894,4593608,"f",0.5,"within a day",1,"f",8,"House","Entire home/apt",1,2,4,4,"Real Bed",150,7,548,"f","strict_14_with_grace_period",215,"f","f","f",39,0
4881,20762019,"t",1,"within an hour",1,"f",2,"Guest suite","Entire home/apt",2,1,0,2,"Real Bed",50,2,8,"t","moderate",67,"f","f","f",33,0
5157,21390616,"f",0.9,"within a few hours",1,"f",4,"House","Entire home/apt",4,2.5,2,2,"Real Bed",100,3,1125,"f","moderate",152,"f","f","f",36,0
895,4593740,"f",0.92,"within an hour",4,"t",4,"Apartment","Entire home/apt",3,1,1,2,"Real Bed",65,2,1125,"t","strict_14_with_grace_period",99,"t","f","f",48,5
7441,28284668,"f",1,"within a few hours",1,"f",2,"Other","Private room",1,1,1,2,"Real Bed",0,1,3,"f","flexible",129,"f","f","f",19,0
6341,24359518,"t",1,"within an hour",1,"f",6,"Townhouse","Entire home/apt",4,1.5,2,4,"Real Bed",125,2,1125,"t","moderate",156,"f","f","f",28,0
5855,22818029,"t",1,"within an hour",131,"f",2,"Serviced apartment","Entire home/apt",1,1,1,1,"Real Bed",75,2,1125,"t","flexible",100,"f","f","f",39,2
4034,18325583,"t",1,"within an hour",1,"f",6,"Guesthouse","Entire home/apt",1,2,3,3,"Real Bed",110,3,1125,"t","moderate",190,"f","f","t",25,0
5960,23131522,"t",1,"within an hour",1,"f",8,"House","Entire home/apt",8,2,3,5,"Real Bed",59,2,1124,"t","strict_14_with_grace_period",160,"f","f","f",39,0
5138,21369355,"f",1,"within a few hours",2,"t",1,"Apartment","Private room",1,1,1,1,"Real Bed",50,5,1125,"f","moderate",70,"f","f","f",44,2
760,3889280,"f",1,"within a few hours",57,"t",1,"House","Shared room",1,3.5,1,1,"Real Bed",75,4,1125,"f","strict_14_with_grace_period",45,"f","f","f",25,0
7168,27283827,"t",1,"within an hour",2,"f",3,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",50,1,1125,"t","moderate",250,"f","f","f",20,0
6389,24561301,"f",1,"within an hour",2,"t",4,"House","Entire home/apt",4,1,2,2,"Real Bed",50,3,28,"t","strict_14_with_grace_period",90,"f","f","f",26,1
2334,12002753,"f",1,"within an hour",40,"f",2,"Other","Private room",1,1,1,1,"Real Bed",0,1,1125,"t","moderate",59,"f","f","f",24,0
7756,29334499,"t",0.96,"within an hour",3,"t",3,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",49,2,1125,"t","flexible",139,"t","f","f",41,5
3155,14838632,"t",1,"within an hour",1,"f",4,"House","Private room",2,1,1,2,"Real Bed",25,1,28,"t","strict_14_with_grace_period",115,"f","f","f",27,0
8050,30463578,"f",1,"within a few hours",2,"t",1,"House","Private room",1,1,1,1,"Real Bed",0,2,30,"f","strict_14_with_grace_period",55,"f","f","f",38,0
165,565703,"t",1,"within an hour",3,"t",4,"Apartment","Entire home/apt",3,1,2,2,"Real Bed",40,2,90,"t","flexible",95,"f","f","f",61,0
4894,20806894,"f",1,"within an hour",1,"f",2,"Condominium","Private room",1,1,1,1,"Real Bed",0,2,14,"t","flexible",50,"f","f","f",29,0
8006,30320918,"f",1,"within an hour",123,"f",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",50,1,21,"t","strict_14_with_grace_period",100,"f","f","f",10,1
7808,29519451,"f",1,"within an hour",1,"f",2,"Guesthouse","Private room",1,1,0,1,"Real Bed",20,2,3,"t","flexible",45,"f","f","f",21,0
1661,8174943,"f",0.5,"within a day",1,"f",2,"House","Private room",1,1,1,1,"Real Bed",0,1,5,"f","flexible",55,"f","f","f",12,0
7690,29155400,"t",1,"within an hour",4,"f",2,"House","Shared room",1,1,1,1,"Real Bed",32,2,14,"t","flexible",40,"f","f","f",16,0
1139,6127974,"f",1,"within an hour",2,"t",2,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",0,3,35,"t","moderate",88,"f","f","f",17,0
713,3703121,"f",1,"within a few hours",1,"t",4,"Guest suite","Entire home/apt",2,1,2,2,"Real Bed",50,7,90,"f","moderate",125,"f","f","t",21,0
3105,14652577,"f",1,"within an hour",1,"t",3,"House","Entire home/apt",3,1,2,2,"Real Bed",100,2,15,"f","strict_14_with_grace_period",150,"f","f","f",39,0
4254,19039988,"f",0,"a few days or more",1,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",75,7,150,"f","flexible",112,"f","f","f",22,0
3515,16302656,"t",1,"within an hour",1,"t",3,"House","Entire home/apt",2,1,1,2,"Real Bed",50,2,14,"f","moderate",85,"f","f","f",25,0
6137,23771340,"f",1,"within an hour",123,"f",5,"Apartment","Entire home/apt",1,1,1,3,"Real Bed",40,1,21,"t","strict_14_with_grace_period",110,"t","f","f",22,3
6560,25029389,"f",1,"within an hour",2,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",69,1,1125,"t","strict_14_with_grace_period",142,"t","f","f",27,5
7389,28032424,"t",1,"within an hour",2,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",60,1,1125,"t","moderate",135,"f","f","f",32,0
3291,15430601,"t",1,"within an hour",2,"t",2,"Townhouse","Private room",2,1.5,1,1,"Real Bed",25,1,365,"t","flexible",75,"f","f","f",45,0
914,4669377,"t",0.94,"within a few hours",6,"t",5,"Condominium","Entire home/apt",1,1,1,2,"Real Bed",95,2,365,"f","strict_14_with_grace_period",175,"t","f","f",20,5
1293,6782993,"t",1,"within an hour",3,"f",2,"House","Private room",1,1,1,2,"Real Bed",15,1,15,"t","strict_14_with_grace_period",50,"f","f","t",27,0
857,4417792,"t",1,"within an hour",42,"t",6,"Condominium","Entire home/apt",1,1,2,2,"Real Bed",130,2,1125,"f","strict_14_with_grace_period",98,"t","f","f",35,5
1505,7638263,"t",1,"within an hour",1,"t",2,"Townhouse","Private room",1,1.5,1,1,"Real Bed",35,2,1125,"t","moderate",75,"f","f","f",50,0
5616,22213318,"f",0.99,"within an hour",521,"f",5,"Apartment","Entire home/apt",4,2,2,2,"Real Bed",129,21,1125,"t","strict",300,"f","f","f",24,3
7989,30269832,"t",1,"within an hour",131,"f",3,"Serviced apartment","Entire home/apt",2,1,0,1,"Real Bed",75,2,1125,"t","flexible",99,"f","f","f",42,5
1223,6506390,"f",1,"within an hour",2,"t",6,"House","Entire home/apt",1,1.5,3,4,"Real Bed",0,3,60,"t","strict_14_with_grace_period",225,"f","f","f",20,0
849,4360604,"f",0.5,"within a day",3,"t",2,"House","Private room",1,1,1,2,"Real Bed",25,14,1125,"f","moderate",42,"f","f","f",24,0
6911,26252459,"t",1,"within an hour",1,"f",2,"House","Private room",1,1,1,1,"Real Bed",0,2,1125,"f","moderate",59,"f","f","f",26,0
6434,24698044,"t",1,"within an hour",131,"f",2,"Serviced apartment","Entire home/apt",1,1,1,1,"Real Bed",75,1,1125,"t","flexible",150,"f","f","f",35,1
2438,12518952,"f",1,"within an hour",1,"t",4,"Guest suite","Entire home/apt",1,1,2,3,"Real Bed",100,3,1125,"t","moderate",200,"f","f","f",34,0
2626,13172049,"f",1,"within an hour",1,"t",4,"House","Entire home/apt",2,1.5,2,2,"Real Bed",30,2,30,"t","moderate",225,"f","f","f",22,0
5419,22016529,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",75,3,120,"f","strict_14_with_grace_period",140,"t","f","f",18,1
5622,22224989,"f",1,"within an hour",1,"f",5,"House","Entire home/apt",1,1,2,2,"Real Bed",170,2,1125,"t","moderate",125,"f","f","f",37,0
3739,17315004,"t",1,"within an hour",2,"t",4,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",50,2,14,"t","moderate",125,"f","f","f",17,0
668,3463245,"t",0.86,"within an hour",2,"t",2,"Apartment","Private room",1,1,1,1,"Real Bed",50,2,1125,"t","moderate",88,"f","f","f",2,0
2425,12456183,"t",0.86,"within a day",1,"f",4,"Guest suite","Entire home/apt",1,1,1,2,"Real Bed",40,2,1125,"t","moderate",75,"f","f","t",27,0
6550,24971177,"t",1,"within an hour",2,"f",8,"House","Entire home/apt",1,2,4,5,"Real Bed",227,5,1125,"t","moderate",445,"f","f","f",38,0
